DATE;Last Close
25/08/2022;103.9200
26/08/2022;101.8000
29/08/2022;100.3400
30/08/2022;100.4600
31/08/2022;98.2900
01/09/2022;94.8700
02/09/2022;98.9000
06/09/2022;97.1500
07/09/2022;95.7900
08/09/2022;96.2200
09/09/2022;96.2600
12/09/2022;99.6100
13/09/2022;97.5900
14/09/2022;95.6400
15/09/2022;94.9700
16/09/2022;91.6400
19/09/2022;93.3800
20/09/2022;91.9400
21/09/2022;93.2700
22/09/2022;92.3600
23/09/2022;91.8600
26/09/2022;91.4400
27/09/2022;89.9500
28/09/2022;89.2400
29/09/2022;87.9300
30/09/2022;89.0200
03/10/2022;89.3700
04/10/2022;94.6900
05/10/2022;93.3700
06/10/2022;93.0800
07/10/2022;92.4400
10/10/2022;92.8900
11/10/2022;93.6100
12/10/2022;93.2500
13/10/2022;97.0800
14/10/2022;96.7100
17/10/2022;99.3100
18/10/2022;100.4200
19/10/2022;101.0600
20/10/2022;101.3000
21/10/2022;100.9200
24/10/2022;102.6800
25/10/2022;104.3400
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
